0.312500 0 0 0 0 0 0
0 0.201250 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.130410 0 0 0 0 0
0 0.130410 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.130410 0 0 0 0 0
0 0.130410 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.129605 0 0 0 0 0
0 0.402500 0 0 0 0 0
0 1.250000 0 0 0 0 0
0 1.337500 0 0 0 0 0
0 1.110125 0 0 0 0 0
0 0.000000 0 0 0 0 0
0 0.000000 0 0 0 0 0
0 0.000000 0 0 0 0 0
0 0.000000 0 0 0 0 0
0 0.000061 0 0 0 0 0
0 0.000133 0 0 0 0 0
0 0.000124 0 0 0 0 0
0 0.000108 0 0 0 0 0
0 0.000095 0 0 0 0 0
0 0.000083 0 0 0 0 0
0 0.000072 0 0 0 0 0
0 0.000068 0 0 0 0 0
0 0.000072 0 0 0 0 0
0 0.000082 0 0 0 0 0
0 0.000093 0 0 0 0 0
0 0.000106 0 0 0 0 0
0 0.000120 0 0 0 0 0
0 0.000136 0 0 0 0 0
0 0.000155 0 0 0 0 0
0 0.000176 0 0 0 0 0
0 0.000200 0 0 0 0 0
0 0.000227 0 0 0 0 0
0 0.000258 0 0 0 0 0
0 0.000293 0 0 0 0 0
0 0.000333 0 0 0 0 0
0 0.000379 0 0 0 0 0
0 0.000430 0 0 0 0 0
0 0.000489 0 0 0 0 0
0 0.000556 0 0 0 0 0
0 0.000631 0 0 0 0 0
0 0.000717 0 0 0 0 0
0 0.000764 0 0 0 0 0
0 0.000717 0 0 0 0 0
0 0.000631 0 0 0 0 0
0 0.000556 0 0 0 0 0
0 0.000489 0 0 0 0 0
0 0.000430 0 0 0 0 0
0 0.000379 0 0 0 0 0
0 0.000333 0 0 0 0 0
0 0.000293 0 0 0 0 0
